INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../rx_src/receiver.cpp in debug mode
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
total_error 254
total_error 0
total_error 254
total_error 508
total_error 254
total_error 508
total_error 254
total_error 0
m_current_decoded_bit 70
total state bits 6
totl bits 64
Vector data: 104
01101000
101
01100101
108
01101100
108
01101100
111
01101111
32
00100000
119
01110111
111
01101111

8
I am done
INFO: [SIM 1] CSim done with 0 errors.
INFO: [SIM 3] *************** CSIM finish ***************
